Frame 0: Cars=10, Status=4 points (Congested), Density=0.24, AvgSpeed=5.06, Score=4
Frame 288: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.06, Score=6
Frame 289: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.06, Score=6
Frame 290: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.06, Score=6
Frame 291: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.06, Score=6
Frame 292: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.07, Score=6
Frame 293: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.00, Score=6
Frame 294: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.00, Score=6
Frame 295: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.99, Score=6
Frame 296: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.99, Score=6
Frame 297: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.98, Score=6
Frame 298: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.97, Score=6
Frame 299: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.96, Score=6
Frame 300: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.95, Score=6
Frame 301: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.95, Score=6
Frame 302: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.95, Score=6
Frame 303: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.96, Score=6
Frame 304: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.96, Score=6
Frame 305: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.97, Score=6
Frame 306: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.97, Score=6
Frame 307: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.96, Score=6
Frame 308: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.95, Score=6
Frame 309: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.95, Score=6
Frame 310: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.96, Score=6
Frame 311: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.96, Score=6
Frame 312: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.96, Score=6
Frame 313: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.92, Score=6
Frame 314: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.92, Score=6
Frame 315: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.92, Score=6
Frame 316: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.89, Score=6
Frame 317: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.90, Score=6
Frame 318: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.92, Score=6
Frame 319: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.91, Score=6
Frame 320: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.90, Score=6
Frame 321: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.92, Score=6
Frame 322: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.92, Score=6
Frame 323: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.92, Score=6
Frame 324: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.92, Score=6
Frame 325: Cars=13, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.92, Score=6
Frame 326: Cars=12, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.92, Score=6
Frame 327: Cars=12, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.93, Score=6
Frame 328: Cars=12, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.98, Score=6
Frame 329: Cars=12, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.96, Score=6
Frame 330: Cars=12, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.95, Score=6
Frame 331: Cars=12, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.94, Score=6
Frame 332: Cars=12, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.94, Score=6
Frame 333: Cars=12, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.94, Score=6
Frame 334: Cars=12, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.93, Score=6
Frame 335: Cars=12, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.93, Score=6
Frame 336: Cars=12, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.93, Score=6
Frame 337: Cars=12, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.93, Score=6
Frame 338: Cars=12, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.93, Score=6
Frame 339: Cars=11, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.93, Score=6
Frame 340: Cars=11, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.93, Score=6
Frame 341: Cars=11, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.93, Score=6
Frame 342: Cars=11, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.92, Score=6
Frame 343: Cars=11, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.92, Score=6
Frame 344: Cars=11, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.92, Score=6
Frame 345: Cars=11, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.92, Score=6
Frame 346: Cars=11, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.91, Score=6
Frame 347: Cars=11, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.90, Score=6
Frame 348: Cars=11, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.90, Score=6
Frame 349: Cars=11, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.90, Score=6
Frame 350: Cars=11, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.89, Score=6
Frame 351: Cars=11, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.88, Score=6
Frame 352: Cars=11, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.87, Score=6
Frame 353: Cars=11, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.87, Score=6
Frame 354: Cars=11, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.86, Score=6
Frame 355: Cars=11, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=0.84, Score=6
Frame 356: Cars=11, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=0.84, Score=6
Frame 357: Cars=11, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=0.84, Score=6
Frame 358: Cars=10, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=0.83, Score=6
Frame 359: Cars=10, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=0.82, Score=6
Frame 360: Cars=10, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=0.81, Score=6
Frame 361: Cars=10, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=0.81, Score=6
Frame 362: Cars=10, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=0.80, Score=6
Frame 363: Cars=10, Status=5 points (Congested), Density=0.06, AvgSpeed=0.80, Score=5
Frame 364: Cars=10, Status=5 points (Congested), Density=0.06, AvgSpeed=0.79, Score=5
Frame 365: Cars=10, Status=5 points (Congested), Density=0.06, AvgSpeed=0.78, Score=5
Frame 366: Cars=10, Status=5 points (Congested), Density=0.06, AvgSpeed=0.77, Score=5
Frame 367: Cars=10, Status=5 points (Congested), Density=0.06, AvgSpeed=0.76, Score=5
Frame 368: Cars=10, Status=5 points (Congested), Density=0.06, AvgSpeed=0.75, Score=5
Frame 369: Cars=10, Status=5 points (Congested), Density=0.06, AvgSpeed=0.74, Score=5
Frame 370: Cars=10, Status=5 points (Congested), Density=0.06, AvgSpeed=0.73, Score=5
Frame 371: Cars=10, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=0.71, Score=6
Frame 372: Cars=10, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=0.70, Score=6
Frame 373: Cars=10, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=0.69, Score=6
Frame 374: Cars=10, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=0.68, Score=6
Frame 375: Cars=10, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=0.67, Score=6
Frame 376: Cars=10, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=0.67, Score=6
Frame 377: Cars=10, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=0.66, Score=6
Frame 378: Cars=10, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=0.59, Score=6
Frame 379: Cars=10, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=0.58, Score=6
Frame 380: Cars=10, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=0.58, Score=6
Frame 381: Cars=10, Status=5 points (Congested), Density=0.06, AvgSpeed=0.57, Score=5
Frame 382: Cars=10, Status=5 points (Congested), Density=0.06, AvgSpeed=0.57, Score=5
Frame 383: Cars=9, Status=5 points (Congested), Density=0.06, AvgSpeed=0.55, Score=5
Frame 384: Cars=9, Status=5 points (Congested), Density=0.06, AvgSpeed=0.54, Score=5
Frame 385: Cars=9, Status=5 points (Congested), Density=0.06, AvgSpeed=0.53, Score=5
Frame 386: Cars=9, Status=5 points (Congested), Density=0.05, AvgSpeed=0.51, Score=5
Frame 387: Cars=9, Status=5 points (Congested), Density=0.05, AvgSpeed=0.50, Score=5
Frame 388: Cars=8, Status=5 points (Congested), Density=0.05, AvgSpeed=0.49, Score=5
Frame 389: Cars=8, Status=5 points (Congested), Density=0.05, AvgSpeed=0.47, Score=5
Frame 390: Cars=8, Status=5 points (Congested), Density=0.05, AvgSpeed=0.46, Score=5
Frame 391: Cars=8, Status=5 points (Congested), Density=0.05, AvgSpeed=0.45, Score=5
Frame 392: Cars=7, Status=5 points (Congested), Density=0.05, AvgSpeed=0.43, Score=5
Frame 393: Cars=7, Status=5 points (Congested), Density=0.05, AvgSpeed=0.42, Score=5
Frame 394: Cars=7, Status=5 points (Congested), Density=0.05, AvgSpeed=0.41, Score=5
Frame 395: Cars=7, Status=5 points (Congested), Density=0.04, AvgSpeed=0.40, Score=5
Frame 396: Cars=7, Status=5 points (Congested), Density=0.04, AvgSpeed=0.39, Score=5
Frame 397: Cars=6, Status=5 points (Congested), Density=0.04, AvgSpeed=0.38, Score=5
Frame 398: Cars=6, Status=5 points (Congested), Density=0.04, AvgSpeed=0.36, Score=5
Frame 399: Cars=6, Status=5 points (Congested), Density=0.04, AvgSpeed=0.35, Score=5
Frame 400: Cars=6, Status=5 points (Congested), Density=0.04, AvgSpeed=0.34, Score=5
Frame 401: Cars=6, Status=5 points (Congested), Density=0.04, AvgSpeed=0.38, Score=5
Frame 402: Cars=5, Status=5 points (Congested), Density=0.04, AvgSpeed=0.40, Score=5
Frame 403: Cars=5, Status=5 points (Congested), Density=0.04, AvgSpeed=0.44, Score=5
Frame 404: Cars=5, Status=4 points (Congested), Density=0.04, AvgSpeed=0.48, Score=4
Frame 405: Cars=5, Status=4 points (Congested), Density=0.04, AvgSpeed=0.56, Score=4
Frame 406: Cars=5, Status=4 points (Congested), Density=0.04, AvgSpeed=0.60, Score=4
Frame 407: Cars=5, Status=4 points (Congested), Density=0.03, AvgSpeed=0.63, Score=4
Frame 408: Cars=4, Status=4 points (Congested), Density=0.03, AvgSpeed=0.65, Score=4
Frame 409: Cars=4, Status=4 points (Congested), Density=0.03, AvgSpeed=0.70, Score=4
Frame 410: Cars=4, Status=4 points (Congested), Density=0.03, AvgSpeed=0.73, Score=4
Frame 411: Cars=4, Status=4 points (Congested), Density=0.03, AvgSpeed=0.76, Score=4
Frame 412: Cars=4, Status=4 points (Congested), Density=0.03, AvgSpeed=0.81, Score=4
Frame 413: Cars=4, Status=4 points (Congested), Density=0.03, AvgSpeed=0.85, Score=4
Frame 414: Cars=4, Status=4 points (Congested), Density=0.03, AvgSpeed=0.92, Score=4
Frame 415: Cars=3, Status=4 points (Congested), Density=0.03, AvgSpeed=0.96, Score=4
Frame 416: Cars=3, Status=4 points (Congested), Density=0.03, AvgSpeed=1.00, Score=4
Frame 417: Cars=3, Status=4 points (Congested), Density=0.03, AvgSpeed=1.04, Score=4
Frame 418: Cars=3, Status=4 points (Congested), Density=0.03, AvgSpeed=1.08, Score=4
Frame 419: Cars=3, Status=4 points (Congested), Density=0.03, AvgSpeed=1.13, Score=4
Frame 420: Cars=3, Status=4 points (Congested), Density=0.03, AvgSpeed=1.19, Score=4
Frame 421: Cars=3, Status=4 points (Congested), Density=0.02, AvgSpeed=1.22, Score=4
Frame 422: Cars=3, Status=4 points (Congested), Density=0.02, AvgSpeed=1.27, Score=4
Frame 423: Cars=3, Status=4 points (Congested), Density=0.02, AvgSpeed=1.31, Score=4
Frame 424: Cars=2, Status=4 points (Congested), Density=0.02, AvgSpeed=1.35, Score=4
Frame 425: Cars=2, Status=4 points (Congested), Density=0.02, AvgSpeed=1.39, Score=4
Frame 426: Cars=2, Status=3 points (Congested), Density=0.02, AvgSpeed=1.41, Score=3
Frame 427: Cars=2, Status=3 points (Congested), Density=0.02, AvgSpeed=1.40, Score=3
Frame 428: Cars=3, Status=4 points (Congested), Density=0.02, AvgSpeed=1.41, Score=4
Frame 429: Cars=3, Status=4 points (Congested), Density=0.02, AvgSpeed=1.44, Score=4
Frame 430: Cars=3, Status=4 points (Congested), Density=0.02, AvgSpeed=1.49, Score=4
Frame 431: Cars=3, Status=4 points (Congested), Density=0.03, AvgSpeed=1.54, Score=4
Frame 432: Cars=4, Status=4 points (Congested), Density=0.03, AvgSpeed=1.59, Score=4
Frame 433: Cars=4, Status=4 points (Congested), Density=0.03, AvgSpeed=1.62, Score=4
Frame 434: Cars=4, Status=4 points (Congested), Density=0.03, AvgSpeed=1.66, Score=4
Frame 435: Cars=4, Status=4 points (Congested), Density=0.03, AvgSpeed=1.70, Score=4
Frame 436: Cars=5, Status=4 points (Congested), Density=0.03, AvgSpeed=1.75, Score=4
Frame 437: Cars=5, Status=4 points (Congested), Density=0.03, AvgSpeed=1.79, Score=4
Frame 438: Cars=5, Status=4 points (Congested), Density=0.03, AvgSpeed=1.82, Score=4
Frame 439: Cars=6, Status=4 points (Congested), Density=0.04, AvgSpeed=1.86, Score=4
Frame 440: Cars=6, Status=4 points (Congested), Density=0.04, AvgSpeed=1.90, Score=4
Frame 441: Cars=6, Status=4 points (Congested), Density=0.04, AvgSpeed=1.93, Score=4
Frame 442: Cars=6, Status=4 points (Congested), Density=0.04, AvgSpeed=1.98, Score=4
Frame 443: Cars=7, Status=4 points (Congested), Density=0.04, AvgSpeed=2.01, Score=4
Frame 444: Cars=7, Status=4 points (Congested), Density=0.04, AvgSpeed=2.06, Score=4
Frame 445: Cars=7, Status=4 points (Congested), Density=0.04, AvgSpeed=2.09, Score=4
Frame 446: Cars=8, Status=4 points (Congested), Density=0.05, AvgSpeed=2.12, Score=4
Frame 447: Cars=8, Status=4 points (Congested), Density=0.05, AvgSpeed=2.16, Score=4
Frame 448: Cars=8, Status=4 points (Congested), Density=0.05, AvgSpeed=2.21, Score=4
Frame 449: Cars=8, Status=4 points (Congested), Density=0.05, AvgSpeed=2.25, Score=4
Frame 450: Cars=9, Status=4 points (Congested), Density=0.05, AvgSpeed=2.31, Score=4
Frame 451: Cars=9, Status=4 points (Congested), Density=0.05, AvgSpeed=2.30, Score=4
Frame 452: Cars=9, Status=4 points (Congested), Density=0.05, AvgSpeed=2.30, Score=4
Frame 453: Cars=9, Status=4 points (Congested), Density=0.05, AvgSpeed=2.29, Score=4
Frame 454: Cars=9, Status=4 points (Congested), Density=0.05, AvgSpeed=2.29, Score=4
Frame 455: Cars=10, Status=4 points (Congested), Density=0.05, AvgSpeed=2.25, Score=4
Frame 456: Cars=10, Status=4 points (Congested), Density=0.05, AvgSpeed=2.24, Score=4
Frame 457: Cars=10, Status=4 points (Congested), Density=0.06, AvgSpeed=2.23, Score=4
Frame 458: Cars=10, Status=4 points (Congested), Density=0.06, AvgSpeed=2.24, Score=4
Frame 459: Cars=10, Status=4 points (Congested), Density=0.06, AvgSpeed=2.22, Score=4
Frame 460: Cars=11, Status=5 points (Congested), Density=0.06, AvgSpeed=2.23, Score=5
Frame 461: Cars=11, Status=5 points (Congested), Density=0.06, AvgSpeed=2.24, Score=5
Frame 462: Cars=11, Status=5 points (Congested), Density=0.06, AvgSpeed=2.22, Score=5
Frame 463: Cars=11, Status=5 points (Congested), Density=0.06, AvgSpeed=2.21, Score=5
Frame 464: Cars=11, Status=5 points (Congested), Density=0.06, AvgSpeed=2.16, Score=5
Frame 465: Cars=12, Status=5 points (Congested), Density=0.06, AvgSpeed=2.15, Score=5
Frame 466: Cars=12, Status=5 points (Congested), Density=0.06, AvgSpeed=2.12, Score=5
Frame 467: Cars=12, Status=5 points (Congested), Density=0.06, AvgSpeed=2.07, Score=5
Frame 468: Cars=12, Status=5 points (Congested), Density=0.06, AvgSpeed=2.03, Score=5
Frame 469: Cars=12, Status=5 points (Congested), Density=0.06, AvgSpeed=2.01, Score=5
Frame 470: Cars=12, Status=5 points (Congested), Density=0.06, AvgSpeed=1.98, Score=5
Frame 471: Cars=12, Status=5 points (Congested), Density=0.06, AvgSpeed=1.98, Score=5
Frame 472: Cars=12, Status=5 points (Congested), Density=0.07, AvgSpeed=1.97, Score=5
Frame 473: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.97, Score=5
Frame 474: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.96, Score=5
Frame 475: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.95, Score=5
Frame 476: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.96, Score=5
Frame 477: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.01, Score=5
Frame 478: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.06, Score=5
Frame 479: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.10, Score=5
Frame 480: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.11, Score=5
Frame 481: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.12, Score=5
Frame 482: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.11, Score=5
Frame 483: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.11, Score=5
Frame 484: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.16, Score=5
Frame 485: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.16, Score=5
Frame 486: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.16, Score=5
Frame 487: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.16, Score=5
Frame 488: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.16, Score=5
Frame 489: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.16, Score=5
Frame 490: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.17, Score=5
Frame 491: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.18, Score=5
Frame 492: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.17, Score=5
Frame 493: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.17, Score=5
Frame 494: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.16, Score=5
Frame 495: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.20, Score=5
Frame 496: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=2.21, Score=5
Frame 497: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.25, Score=5
Frame 498: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.23, Score=5
Frame 499: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.23, Score=5
Frame 500: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.21, Score=5
Frame 501: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.21, Score=5
Frame 502: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.22, Score=5
Frame 503: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.22, Score=5
Frame 504: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.20, Score=5
Frame 505: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.15, Score=5
Frame 506: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.12, Score=5
Frame 507: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.12, Score=5
Frame 508: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.11, Score=5
Frame 509: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.12, Score=5
Frame 510: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.10, Score=5
Frame 511: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.09, Score=5
Frame 512: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.09, Score=5
Frame 513: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.08, Score=5
Frame 514: Cars=13, Status=5 points (Congested), Density=0.08, AvgSpeed=2.09, Score=5
Frame 515: Cars=13, Status=5 points (Congested), Density=0.09, AvgSpeed=2.10, Score=5
Frame 516: Cars=13, Status=5 points (Congested), Density=0.09, AvgSpeed=2.12, Score=5
Frame 517: Cars=13, Status=5 points (Congested), Density=0.09, AvgSpeed=2.16, Score=5
Frame 518: Cars=13, Status=5 points (Congested), Density=0.09, AvgSpeed=2.18, Score=5
Frame 519: Cars=13, Status=5 points (Congested), Density=0.09, AvgSpeed=2.19, Score=5
Frame 520: Cars=13, Status=5 points (Congested), Density=0.09, AvgSpeed=2.19, Score=5
Frame 521: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.19, Score=5
Frame 522: Cars=13, Status=5 points (Congested), Density=0.09, AvgSpeed=2.18, Score=5
Frame 523: Cars=13, Status=5 points (Congested), Density=0.09, AvgSpeed=2.17, Score=5
Frame 524: Cars=13, Status=5 points (Congested), Density=0.09, AvgSpeed=2.17, Score=5
Frame 525: Cars=13, Status=5 points (Congested), Density=0.09, AvgSpeed=2.16, Score=5
Frame 526: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.16, Score=5
Frame 527: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.15, Score=5
Frame 528: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.13, Score=5
Frame 529: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.11, Score=5
Frame 530: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.09, Score=5
Frame 531: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.07, Score=5
Frame 532: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.10, Score=5
Frame 533: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.10, Score=5
Frame 534: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.06, Score=5
Frame 535: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.04, Score=5
Frame 536: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.03, Score=5
Frame 537: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.03, Score=5
Frame 538: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.03, Score=5
Frame 539: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.03, Score=5
Frame 540: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.02, Score=5
Frame 541: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.01, Score=5
Frame 542: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.01, Score=5
Frame 543: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=2.01, Score=5
Frame 544: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.99, Score=5
Frame 545: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.92, Score=5
Frame 546: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.90, Score=5
Frame 547: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.86, Score=5
Frame 548: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.86, Score=5
Frame 549: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.87, Score=5
Frame 550: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.87, Score=5
Frame 551: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.86, Score=5
Frame 552: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.85, Score=5
Frame 553: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.84, Score=5
Frame 554: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.85, Score=5
Frame 555: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.88, Score=5
Frame 556: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.91, Score=5
Frame 557: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.92, Score=5
Frame 558: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.92, Score=5
Frame 559: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.91, Score=5
Frame 560: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.91, Score=5
Frame 561: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.91, Score=5
Frame 562: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.91, Score=5
Frame 563: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.91, Score=5
Frame 564: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.90, Score=5
Frame 565: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.89, Score=5
Frame 566: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.88, Score=5
Frame 567: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.87, Score=5
Frame 568: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.87, Score=5
Frame 569: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.86, Score=5
Frame 570: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.85, Score=5
Frame 571: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.83, Score=5
Frame 572: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.82, Score=5
Frame 573: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.82, Score=5
Frame 574: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.82, Score=5
