Frame 0: Cars=2, Status=3 points (Congested), Density=0.06, AvgSpeed=10.95, Score=3
Frame 296: Cars=8, Status=4 points (Congested), Density=0.22, AvgSpeed=5.74, Score=4
Frame 297: Cars=8, Status=4 points (Congested), Density=0.22, AvgSpeed=5.76, Score=4
Frame 298: Cars=8, Status=4 points (Congested), Density=0.22, AvgSpeed=5.78, Score=4
Frame 299: Cars=8, Status=4 points (Congested), Density=0.22, AvgSpeed=5.76, Score=4
Frame 300: Cars=8, Status=4 points (Congested), Density=0.22, AvgSpeed=5.77, Score=4
Frame 301: Cars=8, Status=4 points (Congested), Density=0.22, AvgSpeed=5.78, Score=4
Frame 302: Cars=8, Status=4 points (Congested), Density=0.23, AvgSpeed=5.74, Score=4
Frame 303: Cars=8, Status=4 points (Congested), Density=0.23, AvgSpeed=5.74, Score=4
Frame 304: Cars=8, Status=4 points (Congested), Density=0.23, AvgSpeed=5.74, Score=4
Frame 305: Cars=8, Status=4 points (Congested), Density=0.23, AvgSpeed=5.71, Score=4
Frame 306: Cars=8, Status=4 points (Congested), Density=0.23, AvgSpeed=5.71, Score=4
Frame 307: Cars=8, Status=4 points (Congested), Density=0.23, AvgSpeed=5.72, Score=4
Frame 308: Cars=8, Status=4 points (Congested), Density=0.23, AvgSpeed=5.71, Score=4
Frame 309: Cars=8, Status=4 points (Congested), Density=0.23, AvgSpeed=5.73, Score=4
Frame 310: Cars=8, Status=4 points (Congested), Density=0.24, AvgSpeed=5.72, Score=4
Frame 311: Cars=8, Status=4 points (Congested), Density=0.24, AvgSpeed=5.69, Score=4
Frame 312: Cars=8, Status=4 points (Congested), Density=0.24, AvgSpeed=5.69, Score=4
Frame 313: Cars=8, Status=4 points (Congested), Density=0.24, AvgSpeed=5.69, Score=4
Frame 314: Cars=8, Status=4 points (Congested), Density=0.24, AvgSpeed=5.66, Score=4
Frame 315: Cars=8, Status=4 points (Congested), Density=0.24, AvgSpeed=5.67, Score=4
Frame 316: Cars=8, Status=4 points (Congested), Density=0.24, AvgSpeed=5.67, Score=4
Frame 317: Cars=8, Status=4 points (Congested), Density=0.24, AvgSpeed=5.63, Score=4
Frame 318: Cars=8, Status=4 points (Congested), Density=0.24, AvgSpeed=5.63, Score=4
Frame 319: Cars=8, Status=4 points (Congested), Density=0.24, AvgSpeed=5.62, Score=4
Frame 320: Cars=8, Status=4 points (Congested), Density=0.24, AvgSpeed=5.89, Score=4
Frame 321: Cars=8, Status=4 points (Congested), Density=0.24, AvgSpeed=5.92, Score=4
Frame 322: Cars=8, Status=4 points (Congested), Density=0.24, AvgSpeed=5.91, Score=4
Frame 323: Cars=8, Status=4 points (Congested), Density=0.24, AvgSpeed=5.88, Score=4
Frame 324: Cars=8, Status=4 points (Congested), Density=0.24, AvgSpeed=5.89, Score=4
Frame 325: Cars=8, Status=4 points (Congested), Density=0.24, AvgSpeed=5.89, Score=4
Frame 326: Cars=7, Status=4 points (Congested), Density=0.23, AvgSpeed=5.84, Score=4
Frame 327: Cars=7, Status=4 points (Congested), Density=0.23, AvgSpeed=5.87, Score=4
Frame 328: Cars=7, Status=4 points (Congested), Density=0.23, AvgSpeed=5.87, Score=4
Frame 329: Cars=7, Status=4 points (Congested), Density=0.23, AvgSpeed=5.84, Score=4
Frame 330: Cars=7, Status=4 points (Congested), Density=0.23, AvgSpeed=5.90, Score=4
Frame 331: Cars=7, Status=4 points (Congested), Density=0.22, AvgSpeed=5.84, Score=4
Frame 332: Cars=7, Status=4 points (Congested), Density=0.22, AvgSpeed=5.83, Score=4
Frame 333: Cars=7, Status=4 points (Congested), Density=0.22, AvgSpeed=5.95, Score=4
Frame 334: Cars=7, Status=3 points (Congested), Density=0.22, AvgSpeed=5.96, Score=3
Frame 335: Cars=7, Status=3 points (Congested), Density=0.22, AvgSpeed=5.94, Score=3
Frame 336: Cars=7, Status=3 points (Congested), Density=0.21, AvgSpeed=5.94, Score=3
Frame 337: Cars=7, Status=3 points (Congested), Density=0.21, AvgSpeed=5.94, Score=3
Frame 338: Cars=7, Status=3 points (Congested), Density=0.21, AvgSpeed=5.90, Score=3
Frame 339: Cars=7, Status=3 points (Congested), Density=0.20, AvgSpeed=5.88, Score=3
Frame 340: Cars=7, Status=3 points (Congested), Density=0.20, AvgSpeed=5.88, Score=3
Frame 341: Cars=7, Status=3 points (Congested), Density=0.20, AvgSpeed=5.86, Score=3
Frame 342: Cars=7, Status=3 points (Congested), Density=0.20, AvgSpeed=5.84, Score=3
Frame 343: Cars=7, Status=3 points (Congested), Density=0.19, AvgSpeed=5.96, Score=3
Frame 344: Cars=7, Status=3 points (Congested), Density=0.19, AvgSpeed=5.94, Score=3
Frame 345: Cars=7, Status=3 points (Congested), Density=0.19, AvgSpeed=5.94, Score=3
Frame 346: Cars=7, Status=3 points (Congested), Density=0.19, AvgSpeed=5.94, Score=3
Frame 347: Cars=7, Status=3 points (Congested), Density=0.19, AvgSpeed=5.92, Score=3
Frame 348: Cars=7, Status=3 points (Congested), Density=0.19, AvgSpeed=5.91, Score=3
Frame 349: Cars=7, Status=3 points (Congested), Density=0.19, AvgSpeed=5.92, Score=3
Frame 350: Cars=7, Status=3 points (Congested), Density=0.19, AvgSpeed=5.89, Score=3
Frame 351: Cars=7, Status=3 points (Congested), Density=0.19, AvgSpeed=5.91, Score=3
Frame 352: Cars=7, Status=3 points (Congested), Density=0.19, AvgSpeed=5.93, Score=3
Frame 353: Cars=7, Status=3 points (Congested), Density=0.19, AvgSpeed=5.91, Score=3
Frame 354: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=5.92, Score=3
Frame 355: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=5.94, Score=3
Frame 356: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=5.92, Score=3
Frame 357: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=5.94, Score=3
Frame 358: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=5.93, Score=3
Frame 359: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=5.93, Score=3
Frame 360: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=5.96, Score=3
Frame 361: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=5.99, Score=3
Frame 362: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.13, Score=3
Frame 363: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.15, Score=3
Frame 364: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.17, Score=3
Frame 365: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.17, Score=3
Frame 366: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.20, Score=3
Frame 367: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.25, Score=3
Frame 368: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.24, Score=3
Frame 369: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.28, Score=3
Frame 370: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.45, Score=3
Frame 371: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.43, Score=3
Frame 372: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.47, Score=3
Frame 373: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.49, Score=3
Frame 374: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.48, Score=3
Frame 375: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.49, Score=3
Frame 376: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.52, Score=3
Frame 377: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.50, Score=3
Frame 378: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.53, Score=3
Frame 379: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.53, Score=3
Frame 380: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.46, Score=3
Frame 381: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.48, Score=3
Frame 382: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.47, Score=3
Frame 383: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=6.50, Score=3
Frame 384: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.52, Score=3
Frame 385: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.51, Score=3
Frame 386: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.50, Score=3
Frame 387: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.51, Score=3
Frame 388: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.54, Score=3
Frame 389: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.53, Score=3
Frame 390: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.56, Score=3
Frame 391: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.56, Score=3
Frame 392: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.53, Score=3
Frame 393: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.42, Score=3
Frame 394: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.43, Score=3
Frame 395: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.43, Score=3
Frame 396: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.45, Score=3
Frame 397: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.47, Score=3
Frame 398: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.47, Score=3
Frame 399: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.48, Score=3
Frame 400: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.48, Score=3
Frame 401: Cars=6, Status=3 points (Congested), Density=0.20, AvgSpeed=6.45, Score=3
Frame 402: Cars=6, Status=3 points (Congested), Density=0.20, AvgSpeed=6.47, Score=3
Frame 403: Cars=6, Status=3 points (Congested), Density=0.20, AvgSpeed=6.48, Score=3
Frame 404: Cars=6, Status=3 points (Congested), Density=0.20, AvgSpeed=6.46, Score=3
Frame 405: Cars=6, Status=3 points (Congested), Density=0.20, AvgSpeed=6.48, Score=3
Frame 406: Cars=6, Status=3 points (Congested), Density=0.20, AvgSpeed=6.48, Score=3
Frame 407: Cars=6, Status=3 points (Congested), Density=0.20, AvgSpeed=6.45, Score=3
Frame 408: Cars=6, Status=3 points (Congested), Density=0.21, AvgSpeed=6.46, Score=3
Frame 409: Cars=6, Status=3 points (Congested), Density=0.20, AvgSpeed=6.45, Score=3
Frame 410: Cars=6, Status=3 points (Congested), Density=0.20, AvgSpeed=6.42, Score=3
Frame 411: Cars=6, Status=3 points (Congested), Density=0.20, AvgSpeed=6.42, Score=3
Frame 412: Cars=6, Status=3 points (Congested), Density=0.20, AvgSpeed=6.27, Score=3
Frame 413: Cars=6, Status=3 points (Congested), Density=0.20, AvgSpeed=6.23, Score=3
Frame 414: Cars=6, Status=3 points (Congested), Density=0.20, AvgSpeed=6.24, Score=3
Frame 415: Cars=6, Status=3 points (Congested), Density=0.20, AvgSpeed=6.22, Score=3
Frame 416: Cars=6, Status=3 points (Congested), Density=0.20, AvgSpeed=6.17, Score=3
Frame 417: Cars=6, Status=3 points (Congested), Density=0.20, AvgSpeed=6.13, Score=3
Frame 418: Cars=6, Status=3 points (Congested), Density=0.20, AvgSpeed=6.12, Score=3
Frame 419: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=6.07, Score=3
Frame 420: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=5.61, Score=3
Frame 421: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=5.60, Score=3
Frame 422: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=5.55, Score=3
Frame 423: Cars=6, Status=3 points (Congested), Density=0.19, AvgSpeed=5.53, Score=3
Frame 424: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=5.52, Score=3
Frame 425: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=5.49, Score=3
Frame 426: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=5.50, Score=3
Frame 427: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=5.49, Score=3
Frame 428: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=5.44, Score=3
Frame 429: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=5.46, Score=3
Frame 430: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=5.45, Score=3
Frame 431: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=5.43, Score=3
Frame 432: Cars=6, Status=3 points (Congested), Density=0.18, AvgSpeed=5.42, Score=3
Frame 433: Cars=6, Status=4 points (Congested), Density=0.18, AvgSpeed=5.23, Score=4
Frame 434: Cars=6, Status=4 points (Congested), Density=0.18, AvgSpeed=5.19, Score=4
Frame 435: Cars=6, Status=3 points (Congested), Density=0.17, AvgSpeed=5.22, Score=3
Frame 436: Cars=6, Status=3 points (Congested), Density=0.17, AvgSpeed=5.21, Score=3
Frame 437: Cars=6, Status=3 points (Congested), Density=0.17, AvgSpeed=5.19, Score=3
Frame 438: Cars=6, Status=3 points (Congested), Density=0.17, AvgSpeed=5.18, Score=3
Frame 439: Cars=6, Status=3 points (Congested), Density=0.17, AvgSpeed=5.18, Score=3
Frame 440: Cars=6, Status=3 points (Congested), Density=0.17, AvgSpeed=5.15, Score=3
Frame 441: Cars=6, Status=4 points (Congested), Density=0.17, AvgSpeed=5.16, Score=4
Frame 442: Cars=6, Status=4 points (Congested), Density=0.17, AvgSpeed=5.19, Score=4
Frame 443: Cars=6, Status=4 points (Congested), Density=0.17, AvgSpeed=5.18, Score=4
Frame 444: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.20, Score=4
Frame 445: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.20, Score=4
Frame 446: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.17, Score=4
Frame 447: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.18, Score=4
Frame 448: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.18, Score=4
Frame 449: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.16, Score=4
Frame 450: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.16, Score=4
Frame 451: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.17, Score=4
Frame 452: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.14, Score=4
Frame 453: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.17, Score=4
Frame 454: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.19, Score=4
Frame 455: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.19, Score=4
Frame 456: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.21, Score=4
Frame 457: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.25, Score=4
Frame 458: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.25, Score=4
Frame 459: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.28, Score=4
Frame 460: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.31, Score=4
Frame 461: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.32, Score=4
Frame 462: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.37, Score=4
Frame 463: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.39, Score=4
Frame 464: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.39, Score=4
Frame 465: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.44, Score=4
Frame 466: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.47, Score=4
Frame 467: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.47, Score=4
Frame 468: Cars=8, Status=4 points (Congested), Density=0.17, AvgSpeed=5.50, Score=4
Frame 469: Cars=8, Status=4 points (Congested), Density=0.17, AvgSpeed=5.54, Score=4
Frame 470: Cars=8, Status=4 points (Congested), Density=0.17, AvgSpeed=5.55, Score=4
Frame 471: Cars=8, Status=4 points (Congested), Density=0.17, AvgSpeed=5.58, Score=4
Frame 472: Cars=8, Status=4 points (Congested), Density=0.17, AvgSpeed=5.60, Score=4
Frame 473: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.60, Score=4
Frame 474: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.65, Score=4
Frame 475: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.66, Score=4
Frame 476: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.65, Score=4
Frame 477: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.69, Score=4
Frame 478: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.72, Score=4
Frame 479: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.69, Score=4
Frame 480: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.77, Score=4
Frame 481: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.78, Score=4
Frame 482: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.77, Score=4
Frame 483: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.80, Score=4
Frame 484: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.82, Score=4
Frame 485: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.77, Score=4
Frame 486: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.80, Score=4
Frame 487: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.81, Score=4
Frame 488: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.81, Score=4
Frame 489: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.84, Score=4
Frame 490: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.86, Score=4
Frame 491: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.85, Score=4
Frame 492: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.88, Score=4
Frame 493: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.90, Score=4
Frame 494: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.88, Score=4
Frame 495: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.90, Score=4
Frame 496: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.91, Score=4
Frame 497: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.90, Score=4
Frame 498: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.92, Score=4
Frame 499: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.93, Score=4
Frame 500: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.92, Score=4
Frame 501: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.93, Score=4
Frame 502: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.95, Score=4
Frame 503: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.93, Score=4
Frame 504: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.93, Score=4
Frame 505: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.94, Score=4
Frame 506: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.91, Score=4
Frame 507: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.91, Score=4
Frame 508: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.90, Score=4
Frame 509: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.88, Score=4
Frame 510: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.88, Score=4
Frame 511: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.86, Score=4
Frame 512: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.83, Score=4
Frame 513: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.83, Score=4
Frame 514: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.82, Score=4
Frame 515: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.78, Score=4
Frame 516: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.77, Score=4
Frame 517: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.76, Score=4
Frame 518: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.72, Score=4
Frame 519: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.72, Score=4
Frame 520: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.72, Score=4
Frame 521: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.69, Score=4
Frame 522: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.70, Score=4
Frame 523: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.71, Score=4
Frame 524: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.67, Score=4
Frame 525: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.68, Score=4
Frame 526: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.67, Score=4
Frame 527: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.63, Score=4
Frame 528: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.62, Score=4
Frame 529: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.62, Score=4
Frame 530: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.53, Score=4
Frame 531: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.55, Score=4
Frame 532: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.55, Score=4
Frame 533: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.53, Score=4
Frame 534: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.54, Score=4
Frame 535: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.55, Score=4
Frame 536: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.53, Score=4
Frame 537: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.52, Score=4
Frame 538: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.53, Score=4
Frame 539: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.50, Score=4
Frame 540: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.50, Score=4
Frame 541: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.51, Score=4
Frame 542: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.48, Score=4
Frame 543: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.48, Score=4
Frame 544: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.47, Score=4
Frame 545: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.45, Score=4
Frame 546: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.45, Score=4
Frame 547: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.45, Score=4
Frame 548: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.42, Score=4
Frame 549: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.42, Score=4
Frame 550: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.79, Score=4
Frame 551: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.75, Score=4
Frame 552: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.76, Score=4
Frame 553: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.75, Score=4
Frame 554: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.71, Score=4
Frame 555: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.70, Score=4
Frame 556: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.69, Score=4
Frame 557: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.66, Score=4
Frame 558: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.65, Score=4
Frame 559: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.64, Score=4
Frame 560: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.60, Score=4
Frame 561: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.61, Score=4
Frame 562: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.60, Score=4
Frame 563: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.58, Score=4
Frame 564: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.59, Score=4
Frame 565: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.59, Score=4
Frame 566: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.59, Score=4
Frame 567: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.60, Score=4
Frame 568: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.62, Score=4
Frame 569: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.59, Score=4
Frame 570: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.60, Score=4
Frame 571: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.59, Score=4
Frame 572: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.57, Score=4
Frame 573: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.57, Score=4
Frame 574: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.58, Score=4
Frame 575: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.56, Score=4
Frame 576: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.58, Score=4
Frame 577: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.58, Score=4
Frame 578: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.56, Score=4
Frame 579: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.59, Score=4
Frame 580: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.60, Score=4
Frame 581: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.56, Score=4
Frame 582: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.57, Score=4
Frame 583: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.55, Score=4
Frame 584: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.54, Score=4
Frame 585: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.54, Score=4
Frame 586: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.52, Score=4
Frame 587: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.52, Score=4
Frame 588: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.52, Score=4
Frame 589: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.52, Score=4
Frame 590: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.50, Score=4
Frame 591: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.51, Score=4
