Frame 0: Cars=11, Status=5 points (Congested), Density=0.06, AvgSpeed=1.78, Score=5
Frame 270: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.62, Score=7
Frame 271: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.62, Score=7
Frame 272: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.63, Score=7
Frame 273: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.62, Score=7
Frame 274: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.63, Score=7
Frame 275: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.63, Score=7
Frame 276: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.63, Score=7
Frame 277: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.64, Score=7
Frame 278: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.64, Score=7
Frame 279: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.64, Score=7
Frame 280: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.64, Score=7
Frame 281: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.65, Score=7
Frame 282: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.65, Score=7
Frame 283: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.65, Score=7
Frame 284: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.65, Score=7
Frame 285: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.64, Score=7
Frame 286: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.64, Score=7
Frame 287: Cars=18, Status=7 points (Heavy Traffic), Density=0.15, AvgSpeed=0.64, Score=7
Frame 288: Cars=18, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.64, Score=7
Frame 289: Cars=18, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.63, Score=7
Frame 290: Cars=18, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.63, Score=7
Frame 291: Cars=18, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.63, Score=7
Frame 292: Cars=18, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.63, Score=7
Frame 293: Cars=18, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.62, Score=7
Frame 294: Cars=18, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.62, Score=7
Frame 295: Cars=18, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.62, Score=7
Frame 296: Cars=18, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.62, Score=7
Frame 297: Cars=18, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.61, Score=7
Frame 298: Cars=18, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.61, Score=7
Frame 299: Cars=18, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.61, Score=7
Frame 300: Cars=18, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.61, Score=7
Frame 301: Cars=18, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.61, Score=7
Frame 302: Cars=17, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.61, Score=7
Frame 303: Cars=17, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.60, Score=7
Frame 304: Cars=17, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.60, Score=7
Frame 305: Cars=17, Status=7 points (Heavy Traffic), Density=0.14, AvgSpeed=0.61, Score=7
Frame 306: Cars=17, Status=7 points (Heavy Traffic), Density=0.13, AvgSpeed=0.62, Score=7
Frame 307: Cars=17, Status=7 points (Heavy Traffic), Density=0.13, AvgSpeed=0.62, Score=7
Frame 308: Cars=17, Status=7 points (Heavy Traffic), Density=0.13, AvgSpeed=0.61, Score=7
Frame 309: Cars=17, Status=7 points (Heavy Traffic), Density=0.13, AvgSpeed=0.61, Score=7
Frame 310: Cars=17, Status=7 points (Heavy Traffic), Density=0.13, AvgSpeed=0.61, Score=7
Frame 311: Cars=17, Status=7 points (Heavy Traffic), Density=0.13, AvgSpeed=0.61, Score=7
