Frame 0: Cars=13, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.93, Score=6
Frame 268: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.53, Score=6
Frame 269: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 270: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 271: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 272: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 273: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.53, Score=6
Frame 274: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.53, Score=6
Frame 275: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 276: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 277: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 278: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.51, Score=6
Frame 279: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.51, Score=6
Frame 280: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.51, Score=6
Frame 281: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.51, Score=6
Frame 282: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.50, Score=6
Frame 283: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.48, Score=6
Frame 284: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.47, Score=6
Frame 285: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.46, Score=6
Frame 286: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.45, Score=6
Frame 287: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.45, Score=6
Frame 288: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.44, Score=6
Frame 289: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.44, Score=6
Frame 290: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.44, Score=6
Frame 291: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.43, Score=6
Frame 292: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.43, Score=6
Frame 293: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.42, Score=6
Frame 294: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.42, Score=6
Frame 295: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.41, Score=6
Frame 296: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.41, Score=6
Frame 297: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.40, Score=6
Frame 298: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.41, Score=6
Frame 299: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.41, Score=6
Frame 300: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.41, Score=6
Frame 301: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.41, Score=6
Frame 302: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.41, Score=6
Frame 303: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.41, Score=6
Frame 304: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.41, Score=6
Frame 305: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.41, Score=6
Frame 306: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.40, Score=6
Frame 307: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.40, Score=6
Frame 308: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.40, Score=6
Frame 309: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.40, Score=6
Frame 310: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.39, Score=6
Frame 311: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.39, Score=6
Frame 312: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.39, Score=6
Frame 313: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.38, Score=6
Frame 314: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.37, Score=6
Frame 315: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.37, Score=6
Frame 316: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.37, Score=6
Frame 317: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.36, Score=6
Frame 318: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.35, Score=6
Frame 319: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.35, Score=6
Frame 320: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.35, Score=6
Frame 321: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.35, Score=6
Frame 322: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.34, Score=6
Frame 323: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.34, Score=6
Frame 324: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.33, Score=6
Frame 325: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.33, Score=6
Frame 326: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.33, Score=6
Frame 327: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.33, Score=6
Frame 328: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.33, Score=6
Frame 329: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.33, Score=6
Frame 330: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.33, Score=6
Frame 331: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.34, Score=6
Frame 332: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.35, Score=6
Frame 333: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.35, Score=6
Frame 334: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.36, Score=6
Frame 335: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.37, Score=6
Frame 336: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.37, Score=6
Frame 337: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.38, Score=6
Frame 338: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.38, Score=6
Frame 339: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.38, Score=6
Frame 340: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.38, Score=6
Frame 341: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.38, Score=6
Frame 342: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.38, Score=6
Frame 343: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.38, Score=6
Frame 344: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.39, Score=6
Frame 345: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.39, Score=6
Frame 346: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.39, Score=6
Frame 347: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.39, Score=6
Frame 348: Cars=11, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.39, Score=6
Frame 349: Cars=11, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.39, Score=6
Frame 350: Cars=11, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.39, Score=6
Frame 351: Cars=11, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.39, Score=6
Frame 352: Cars=11, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.39, Score=6
Frame 353: Cars=11, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.39, Score=6
Frame 354: Cars=11, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.39, Score=6
Frame 355: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.40, Score=6
Frame 356: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.41, Score=6
Frame 357: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.41, Score=6
Frame 358: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.42, Score=6
Frame 359: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.42, Score=6
Frame 360: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.44, Score=6
Frame 361: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.44, Score=6
Frame 362: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.45, Score=6
Frame 363: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.45, Score=6
Frame 364: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.46, Score=6
Frame 365: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.47, Score=6
Frame 366: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.48, Score=6
Frame 367: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.48, Score=6
Frame 368: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.49, Score=6
Frame 369: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.50, Score=6
Frame 370: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.51, Score=6
Frame 371: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.52, Score=6
Frame 372: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.53, Score=6
Frame 373: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.54, Score=6
Frame 374: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.54, Score=6
Frame 375: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.56, Score=6
Frame 376: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.56, Score=6
Frame 377: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.58, Score=6
Frame 378: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.59, Score=6
Frame 379: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.60, Score=6
Frame 380: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.61, Score=6
Frame 381: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.61, Score=6
Frame 382: Cars=11, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.62, Score=6
