Frame 0: Cars=17, Status=7 points (Heavy Traffic), Density=0.13, AvgSpeed=0.60, Score=7
Frame 268: Cars=14, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=0.98, Score=6
Frame 269: Cars=14, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=0.98, Score=6
Frame 270: Cars=14, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=0.99, Score=6
Frame 271: Cars=14, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=0.98, Score=6
Frame 272: Cars=14, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=0.98, Score=6
Frame 273: Cars=14, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=1.00, Score=6
Frame 274: Cars=14, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=1.01, Score=6
Frame 275: Cars=14, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=1.01, Score=6
Frame 276: Cars=14, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=1.02, Score=6
Frame 277: Cars=14, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=1.02, Score=6
Frame 278: Cars=14, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=1.02, Score=6
Frame 279: Cars=14, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=1.04, Score=6
Frame 280: Cars=14, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=1.04, Score=6
Frame 281: Cars=14, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=1.06, Score=6
Frame 282: Cars=14, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=1.06, Score=6
Frame 283: Cars=14, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=1.06, Score=6
Frame 284: Cars=14, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=1.06, Score=6
Frame 285: Cars=14, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=1.07, Score=6
Frame 286: Cars=14, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=1.07, Score=6
Frame 287: Cars=14, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=1.07, Score=6
Frame 288: Cars=14, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=1.08, Score=6
Frame 289: Cars=14, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=1.07, Score=6
Frame 290: Cars=14, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=1.06, Score=6
Frame 291: Cars=15, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=1.05, Score=6
Frame 292: Cars=15, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=1.04, Score=6
Frame 293: Cars=15, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=1.05, Score=6
Frame 294: Cars=15, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=1.05, Score=6
Frame 295: Cars=15, Status=6 points (Heavy Traffic), Density=0.24, AvgSpeed=1.05, Score=6
Frame 296: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=1.04, Score=6
Frame 297: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=1.04, Score=6
Frame 298: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=1.03, Score=6
Frame 299: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=1.02, Score=6
Frame 300: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=1.01, Score=6
Frame 301: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=1.01, Score=6
Frame 302: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.99, Score=6
Frame 303: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=1.01, Score=6
Frame 304: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=1.00, Score=6
Frame 305: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.99, Score=6
Frame 306: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.99, Score=6
Frame 307: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.97, Score=6
Frame 308: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.97, Score=6
Frame 309: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.97, Score=6
Frame 310: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.96, Score=6
Frame 311: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.95, Score=6
Frame 312: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.95, Score=6
Frame 313: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.94, Score=6
Frame 314: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.94, Score=6
Frame 315: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.94, Score=6
Frame 316: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.93, Score=6
Frame 317: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.92, Score=6
Frame 318: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.93, Score=6
Frame 319: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.91, Score=6
Frame 320: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.90, Score=6
Frame 321: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.90, Score=6
Frame 322: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.89, Score=6
Frame 323: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.89, Score=6
Frame 324: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.88, Score=6
Frame 325: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.88, Score=6
Frame 326: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.87, Score=6
Frame 327: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.88, Score=6
Frame 328: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.88, Score=6
Frame 329: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.87, Score=6
Frame 330: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.88, Score=6
Frame 331: Cars=15, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.86, Score=6
Frame 332: Cars=14, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.85, Score=6
Frame 333: Cars=14, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.85, Score=6
Frame 334: Cars=14, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.84, Score=6
Frame 335: Cars=14, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.84, Score=6
Frame 336: Cars=14, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.84, Score=6
Frame 337: Cars=14, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.83, Score=6
Frame 338: Cars=14, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.83, Score=6
Frame 339: Cars=14, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.82, Score=6
Frame 340: Cars=14, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.82, Score=6
Frame 341: Cars=14, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.83, Score=6
Frame 342: Cars=14, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.83, Score=6
Frame 343: Cars=13, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.83, Score=6
Frame 344: Cars=13, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.82, Score=6
Frame 345: Cars=13, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.82, Score=6
Frame 346: Cars=13, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.82, Score=6
Frame 347: Cars=13, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.82, Score=6
Frame 348: Cars=13, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.82, Score=6
Frame 349: Cars=13, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.81, Score=6
Frame 350: Cars=13, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.81, Score=6
Frame 351: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.81, Score=6
Frame 352: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.81, Score=6
Frame 353: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.80, Score=6
Frame 354: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.79, Score=6
Frame 355: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.79, Score=6
Frame 356: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.79, Score=6
Frame 357: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.79, Score=6
Frame 358: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.80, Score=6
Frame 359: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.80, Score=6
Frame 360: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.80, Score=6
Frame 361: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.80, Score=6
Frame 362: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.80, Score=6
Frame 363: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.80, Score=6
Frame 364: Cars=13, Status=6 points (Heavy Traffic), Density=0.18, AvgSpeed=0.79, Score=6
Frame 365: Cars=13, Status=6 points (Heavy Traffic), Density=0.18, AvgSpeed=0.84, Score=6
Frame 366: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.85, Score=6
Frame 367: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.85, Score=6
Frame 368: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.84, Score=6
Frame 369: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.85, Score=6
Frame 370: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.85, Score=6
Frame 371: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.86, Score=6
Frame 372: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.89, Score=6
Frame 373: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.88, Score=6
Frame 374: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.88, Score=6
Frame 375: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.89, Score=6
Frame 376: Cars=13, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.88, Score=6
Frame 377: Cars=13, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.87, Score=6
Frame 378: Cars=13, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.87, Score=6
Frame 379: Cars=13, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.86, Score=6
Frame 380: Cars=13, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.84, Score=6
Frame 381: Cars=13, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.85, Score=6
Frame 382: Cars=13, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.84, Score=6
Frame 383: Cars=13, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.84, Score=6
Frame 384: Cars=13, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.85, Score=6
Frame 385: Cars=13, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.84, Score=6
Frame 386: Cars=13, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.85, Score=6
Frame 387: Cars=13, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.86, Score=6
Frame 388: Cars=13, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.86, Score=6
Frame 389: Cars=13, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.87, Score=6
Frame 390: Cars=13, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.87, Score=6
Frame 391: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.86, Score=6
Frame 392: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.86, Score=6
Frame 393: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.85, Score=6
Frame 394: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.85, Score=6
Frame 395: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.85, Score=6
Frame 396: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.85, Score=6
Frame 397: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.85, Score=6
Frame 398: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.85, Score=6
Frame 399: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.85, Score=6
Frame 400: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.84, Score=6
Frame 401: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.84, Score=6
Frame 402: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.85, Score=6
Frame 403: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.84, Score=6
Frame 404: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.85, Score=6
Frame 405: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.85, Score=6
Frame 406: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.85, Score=6
Frame 407: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.85, Score=6
Frame 408: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.86, Score=6
Frame 409: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.86, Score=6
Frame 410: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.86, Score=6
Frame 411: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.86, Score=6
Frame 412: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.85, Score=6
Frame 413: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.86, Score=6
Frame 414: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.88, Score=6
Frame 415: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.83, Score=6
Frame 416: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.83, Score=6
Frame 417: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.83, Score=6
Frame 418: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.83, Score=6
Frame 419: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.83, Score=6
Frame 420: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.83, Score=6
Frame 421: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.82, Score=6
Frame 422: Cars=13, Status=7 points (Heavy Traffic), Density=0.23, AvgSpeed=0.80, Score=7
Frame 423: Cars=13, Status=7 points (Heavy Traffic), Density=0.23, AvgSpeed=0.80, Score=7
Frame 424: Cars=13, Status=7 points (Heavy Traffic), Density=0.23, AvgSpeed=0.80, Score=7
Frame 425: Cars=13, Status=7 points (Heavy Traffic), Density=0.23, AvgSpeed=0.80, Score=7
Frame 426: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.80, Score=6
Frame 427: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.80, Score=6
Frame 428: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.80, Score=6
Frame 429: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.80, Score=6
Frame 430: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.80, Score=6
Frame 431: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.80, Score=6
Frame 432: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.81, Score=6
Frame 433: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.81, Score=6
Frame 434: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.81, Score=6
Frame 435: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.82, Score=6
Frame 436: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.81, Score=6
Frame 437: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.81, Score=6
Frame 438: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.81, Score=6
Frame 439: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.81, Score=6
Frame 440: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.82, Score=6
Frame 441: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.83, Score=6
Frame 442: Cars=13, Status=6 points (Heavy Traffic), Density=0.23, AvgSpeed=0.83, Score=6
Frame 443: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.84, Score=6
Frame 444: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.84, Score=6
Frame 445: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.84, Score=6
Frame 446: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.85, Score=6
Frame 447: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.85, Score=6
Frame 448: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.86, Score=6
Frame 449: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.87, Score=6
Frame 450: Cars=13, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.89, Score=6
Frame 451: Cars=12, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.89, Score=6
Frame 452: Cars=12, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.89, Score=6
Frame 453: Cars=12, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.90, Score=6
Frame 454: Cars=12, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.90, Score=6
Frame 455: Cars=12, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.89, Score=6
Frame 456: Cars=12, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.90, Score=6
Frame 457: Cars=12, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.90, Score=6
Frame 458: Cars=12, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.89, Score=6
Frame 459: Cars=12, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.91, Score=6
Frame 460: Cars=12, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.91, Score=6
Frame 461: Cars=12, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.91, Score=6
Frame 462: Cars=12, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.92, Score=6
Frame 463: Cars=12, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.92, Score=6
Frame 464: Cars=12, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.91, Score=6
Frame 465: Cars=12, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.91, Score=6
Frame 466: Cars=12, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.91, Score=6
Frame 467: Cars=12, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.90, Score=6
Frame 468: Cars=12, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.92, Score=6
Frame 469: Cars=12, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.92, Score=6
Frame 470: Cars=12, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.92, Score=6
Frame 471: Cars=12, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.92, Score=6
Frame 472: Cars=12, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.92, Score=6
Frame 473: Cars=12, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.93, Score=6
Frame 474: Cars=12, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.93, Score=6
Frame 475: Cars=12, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.94, Score=6
Frame 476: Cars=12, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.94, Score=6
Frame 477: Cars=12, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.95, Score=6
Frame 478: Cars=12, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.95, Score=6
Frame 479: Cars=12, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.95, Score=6
Frame 480: Cars=12, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.96, Score=6
Frame 481: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.97, Score=6
Frame 482: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.96, Score=6
Frame 483: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.96, Score=6
Frame 484: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.95, Score=6
Frame 485: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.95, Score=6
Frame 486: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.96, Score=6
Frame 487: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.96, Score=6
Frame 488: Cars=13, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.96, Score=6
Frame 489: Cars=14, Status=6 points (Heavy Traffic), Density=0.19, AvgSpeed=0.97, Score=6
Frame 490: Cars=14, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.96, Score=6
Frame 491: Cars=14, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.95, Score=6
Frame 492: Cars=14, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.96, Score=6
Frame 493: Cars=14, Status=6 points (Heavy Traffic), Density=0.20, AvgSpeed=0.95, Score=6
Frame 494: Cars=14, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.95, Score=6
Frame 495: Cars=14, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.95, Score=6
Frame 496: Cars=14, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.94, Score=6
Frame 497: Cars=15, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.94, Score=6
Frame 498: Cars=15, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.93, Score=6
Frame 499: Cars=15, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.92, Score=6
Frame 500: Cars=15, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.92, Score=6
Frame 501: Cars=15, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.93, Score=6
Frame 502: Cars=15, Status=6 points (Heavy Traffic), Density=0.22, AvgSpeed=0.93, Score=6
Frame 503: Cars=15, Status=7 points (Heavy Traffic), Density=0.22, AvgSpeed=0.93, Score=7
Frame 504: Cars=15, Status=7 points (Heavy Traffic), Density=0.22, AvgSpeed=0.93, Score=7
Frame 505: Cars=15, Status=7 points (Heavy Traffic), Density=0.23, AvgSpeed=0.94, Score=7
Frame 506: Cars=15, Status=7 points (Heavy Traffic), Density=0.23, AvgSpeed=0.93, Score=7
Frame 507: Cars=16, Status=7 points (Heavy Traffic), Density=0.23, AvgSpeed=0.93, Score=7
Frame 508: Cars=16, Status=7 points (Heavy Traffic), Density=0.23, AvgSpeed=0.93, Score=7
Frame 509: Cars=16, Status=7 points (Heavy Traffic), Density=0.23, AvgSpeed=0.92, Score=7
Frame 510: Cars=16, Status=7 points (Heavy Traffic), Density=0.23, AvgSpeed=0.92, Score=7
Frame 511: Cars=16, Status=7 points (Heavy Traffic), Density=0.24, AvgSpeed=0.92, Score=7
Frame 512: Cars=16, Status=7 points (Heavy Traffic), Density=0.24, AvgSpeed=0.93, Score=7
Frame 513: Cars=16, Status=7 points (Heavy Traffic), Density=0.24, AvgSpeed=0.94, Score=7
Frame 514: Cars=16, Status=7 points (Heavy Traffic), Density=0.24, AvgSpeed=0.93, Score=7
Frame 515: Cars=16, Status=7 points (Heavy Traffic), Density=0.24, AvgSpeed=0.94, Score=7
Frame 516: Cars=16, Status=7 points (Heavy Traffic), Density=0.24, AvgSpeed=0.95, Score=7
Frame 517: Cars=16, Status=7 points (Heavy Traffic), Density=0.24, AvgSpeed=0.94, Score=7
Frame 518: Cars=16, Status=7 points (Heavy Traffic), Density=0.24, AvgSpeed=0.93, Score=7
Frame 519: Cars=16, Status=7 points (Heavy Traffic), Density=0.24, AvgSpeed=0.93, Score=7
Frame 520: Cars=16, Status=7 points (Heavy Traffic), Density=0.25, AvgSpeed=0.93, Score=7
Frame 521: Cars=16, Status=7 points (Heavy Traffic), Density=0.25, AvgSpeed=0.93, Score=7
Frame 522: Cars=16, Status=7 points (Heavy Traffic), Density=0.25, AvgSpeed=0.92, Score=7
Frame 523: Cars=17, Status=7 points (Heavy Traffic), Density=0.25, AvgSpeed=0.91, Score=7
Frame 524: Cars=17, Status=7 points (Heavy Traffic), Density=0.25, AvgSpeed=0.91, Score=7
Frame 525: Cars=17, Status=7 points (Heavy Traffic), Density=0.25, AvgSpeed=0.91, Score=7
Frame 526: Cars=17, Status=7 points (Heavy Traffic), Density=0.25, AvgSpeed=0.90, Score=7
Frame 527: Cars=17, Status=7 points (Heavy Traffic), Density=0.25, AvgSpeed=0.90, Score=7
Frame 528: Cars=17, Status=7 points (Heavy Traffic), Density=0.25, AvgSpeed=0.91, Score=7
Frame 529: Cars=17, Status=7 points (Heavy Traffic), Density=0.26, AvgSpeed=0.91, Score=7
Frame 530: Cars=17, Status=7 points (Heavy Traffic), Density=0.26, AvgSpeed=0.90, Score=7
Frame 531: Cars=17, Status=7 points (Heavy Traffic), Density=0.26, AvgSpeed=0.89, Score=7
Frame 532: Cars=17, Status=7 points (Heavy Traffic), Density=0.26, AvgSpeed=0.89, Score=7
Frame 533: Cars=17, Status=7 points (Heavy Traffic), Density=0.26, AvgSpeed=0.89, Score=7
Frame 534: Cars=17, Status=7 points (Heavy Traffic), Density=0.26, AvgSpeed=0.89, Score=7
Frame 535: Cars=17, Status=7 points (Heavy Traffic), Density=0.26, AvgSpeed=0.89, Score=7
